prompt,opposite_sent,completion
A nostril is a naris. A nostril isn't a <extra_id_0>,A nostril is a <extra_id_0>,['naris']
Volleyball is another kind of sport. Volleyball isn't another kind of <extra_id_0>,Volleyball is another kind of <extra_id_0>,"['sport', 'ball']"
Desert is a deservingness. Desert isn't a <extra_id_0>,Desert is a <extra_id_0>,"['deservingness', 'biome', 'terrain', 'tract']"
Kallitype is a kind of photograph. Kallitype isn't a kind of <extra_id_0>,Kallitype is a kind of <extra_id_0>,['photograph']
Turmeric is a plant. Turmeric isn't a <extra_id_0>,Turmeric is a <extra_id_0>,"['plant', 'herb', 'flavorer']"
Lobotomy is a kind of psychosurgery. Lobotomy isn't a kind of <extra_id_0>,Lobotomy is a kind of <extra_id_0>,['psychosurgery']
Bluebird is thrush. Bluebird isn't <extra_id_0>,Bluebird is <extra_id_0>,"['thrush', 'sleeping', 'bird']"
University is a type of body. University isn't a type of <extra_id_0>,University is a type of <extra_id_0>,"['body', 'School', 'school', 'institution', 'academy', 'organization', 'establishment']"
Acne is embarassing. Acne isn't <extra_id_0>,Acne is <extra_id_0>,['embarassing']
UCLA is a kind of uc. UCLA isn't a kind of <extra_id_0>,UCLA is a kind of <extra_id_0>,"['uc', 'school', 'university']"
The alphabet is script. The alphabet isn't <extra_id_0>,The alphabet is <extra_id_0>,"['script', 'usefull']"
A chimpanzee is a kind of an animal. A chimpanzee isn't a kind of an <extra_id_0>,A chimpanzee is a kind of an <extra_id_0>,"['animal', 'hominid', 'mammal']"
A restroom is a kind of amenities. A restroom isn't a kind of <extra_id_0>,A restroom is a kind of <extra_id_0>,"['amenities', 'room', 'toilet', 'bathroom', 'latrine']"
Chlorophyll is a kind of green. Chlorophyll isn't a kind of <extra_id_0>,Chlorophyll is a kind of <extra_id_0>,"['green', 'chlorophyll', 'pigment']"
A shepherd is a mammal. A shepherd isn't a <extra_id_0>,A shepherd is a <extra_id_0>,"['mammal', 'herder', 'clergyman', 'worker', 'animal']"
Polo is a kind of an sport. Polo isn't a kind of an <extra_id_0>,Polo is a kind of an <extra_id_0>,['sport']
A brownstone is a type of sandstone. A brownstone isn't a type of <extra_id_0>,A brownstone is a type of <extra_id_0>,"['sandstone', 'home']"
Paracetamol is a kind of painkiller. Paracetamol isn't a kind of <extra_id_0>,Paracetamol is a kind of <extra_id_0>,"['painkiller', 'drug', 'antipyretic', 'solid', 'phenol']"
Science is discipline. Science isn't <extra_id_0>,Science is <extra_id_0>,"['discipline', 'empiric']"
Hydrogen is a gas. Hydrogen isn't a <extra_id_0>,Hydrogen is a <extra_id_0>,['gas']
Bar is drink implement. Bar isn't drink <extra_id_0>,Bar is drink <extra_id_0>,"['implement', 'ridge', 'obstruction', 'support', 'railing', 'counter', 'barrier']"
Hate is an emotion. Hate isn't an <extra_id_0>,Hate is an <extra_id_0>,['emotion']
Church is a type of christian temple. Church isn't a type of christian <extra_id_0>,Church is a type of christian <extra_id_0>,"['temple', 'religion', 'body', 'parish', 'organization', 'burgoise']"
Beer is beverage. Beer isn't <extra_id_0>,Beer is <extra_id_0>,"['beverage', 'carbonated', 'alcohol', 'crater', 'fizzy', 'brew']"
Bromine is a kind of liquid. Bromine isn't a kind of <extra_id_0>,Bromine is a kind of <extra_id_0>,"['liquid', 'halogen']"
War is conflict. War isn't <extra_id_0>,War is <extra_id_0>,"['conflict', 'hostility', 'hell', 'violence', 'sugly', 'fight', 'campaign']"
Chinese is a human Sinitic. Chinese isn't a human <extra_id_0>,Chinese is a human <extra_id_0>,"['Sinitic', 'chinese', 'person', 'asian', 'Asiatic', 'human']"
Sprite is a beverage. Sprite isn't a <extra_id_0>,Sprite is a <extra_id_0>,"['beverage', 'manga']"
Oxytocin is a drug. Oxytocin isn't a <extra_id_0>,Oxytocin is a <extra_id_0>,"['drug', 'oxytocic', 'neuromodulator', 'hormone']"
A tiger is a felid. A tiger isn't a <extra_id_0>,A tiger is a <extra_id_0>,"['felid', 'feline', 'mammal', 'person']"
Swaying is a type of motion. Swaying isn't a type of <extra_id_0>,Swaying is a type of <extra_id_0>,['motion']
Tiramisu is a type of dessert. Tiramisu isn't a type of <extra_id_0>,Tiramisu is a type of <extra_id_0>,"['dessert', 'cake', 'food']"
Ozone is a gas. Ozone isn't a <extra_id_0>,Ozone is a <extra_id_0>,"['gas', 'oxygen']"
Apples are crunchy. Apples aren't <extra_id_0>,Apples are <extra_id_0>,"['crunchy', 'computers', 'best']"
An ENT is a kind of doctor. An ENT isn't a kind of <extra_id_0>,An ENT is a kind of <extra_id_0>,['doctor']
Ignorants is bliss. Ignorants isn't <extra_id_0>,Ignorants is <extra_id_0>,['bliss']
Intel is a company. Intel isn't a <extra_id_0>,Intel is a <extra_id_0>,['company']
Thrips are insect. Thrips aren't <extra_id_0>,Thrips are <extra_id_0>,"['insect', 'pests', 'thysanopter']"
A tub is a containerful. A tub isn't a <extra_id_0>,A tub is a <extra_id_0>,"['containerful', 'vessel']"
Wildlife is a life. Wildlife isn't a <extra_id_0>,Wildlife is a <extra_id_0>,['life']
Tennessee is a kind of state. Tennessee isn't a kind of <extra_id_0>,Tennessee is a kind of <extra_id_0>,['state']
A moviegoer is a kind of person. A moviegoer isn't a kind of <extra_id_0>,A moviegoer is a kind of <extra_id_0>,"['person', 'spectator']"
A contralto is a singer. A contralto isn't a <extra_id_0>,A contralto is a <extra_id_0>,['singer']
Ω is a kind of limit infinity. Ω isn't a kind of limit <extra_id_0>,Ω is a kind of limit <extra_id_0>,"['infinity', 'ordinal']"
Mathematics are science. Mathematics aren't <extra_id_0>,Mathematics are <extra_id_0>,"['science', 'aboslute']"
Resveratrol is a natural phenol. Resveratrol isn't a natural <extra_id_0>,Resveratrol is a natural <extra_id_0>,"['phenol', 'antioxidant']"
Efexor is a kind of venlafaxine. Efexor isn't a kind of <extra_id_0>,Efexor is a kind of <extra_id_0>,['venlafaxine']
Earth is a type of location. Earth isn't a type of <extra_id_0>,Earth is a type of <extra_id_0>,"['location', 'material', 'element', 'thing', 'planet']"
Clerk is a kind of employee. Clerk isn't a kind of <extra_id_0>,Clerk is a kind of <extra_id_0>,"['employee', 'human', 'profession']"
Germany is a country. Germany isn't a <extra_id_0>,Germany is a <extra_id_0>,['country']
Apple is a friut. Apple isn't a <extra_id_0>,Apple is a <extra_id_0>,"['friut', 'pome', 'tree', 'fruit', 'plant']"
Protestant is a kind of christian. Protestant isn't a kind of <extra_id_0>,Protestant is a kind of <extra_id_0>,"['christian', 'Christian', 'believer']"
A foreman is a kind of leader. A foreman isn't a kind of <extra_id_0>,A foreman is a kind of <extra_id_0>,"['leader', 'person', 'foreperson', 'worker', 'supervisor']"
Mono is a kind of virus. Mono isn't a kind of <extra_id_0>,Mono is a kind of <extra_id_0>,"['virus', 'software']"
Caladiums are annuals. Caladiums aren't <extra_id_0>,Caladiums are <extra_id_0>,['annuals']
Crops are plants. Crops aren't <extra_id_0>,Crops are <extra_id_0>,"['plants', 'vegetables']"
An elephant is a elephantidae. An elephant isn't a <extra_id_0>,An elephant is a <extra_id_0>,"['elephantidae', 'mammal', 'proboscidean', 'emblem', 'animal', 'pachyderm']"
Idli is a type of food. Idli isn't a type of <extra_id_0>,Idli is a type of <extra_id_0>,"['food', 'flatbread']"
A primate is an placental. A primate isn't an <extra_id_0>,A primate is an <extra_id_0>,['placental']
Gordita is a type of flatbread. Gordita isn't a type of <extra_id_0>,Gordita is a type of <extra_id_0>,['flatbread']
Gulls are birds. Gulls aren't <extra_id_0>,Gulls are <extra_id_0>,"['birds', 'animals']"
The queen was aristocrat. The queen didn't be <extra_id_0>,The queen was <extra_id_0>,"['aristocrat', 'personification', 'sovereign', 'royalty', 'homosexual', 'station', 'monarch', 'woman', 'insect', 'beheaded', 'chessman']"
A minister is a diplomat. A minister isn't a <extra_id_0>,A minister is a <extra_id_0>,"['diplomat', 'clergyman', 'provost', 'executive']"
Plumbing is craft. Plumbing isn't <extra_id_0>,Plumbing is <extra_id_0>,"['craft', 'utility', 'trade', 'pipework']"
The motor is an machine. The motor isn't an <extra_id_0>,The motor is an <extra_id_0>,"['machine', 'agent']"
Tablespoon is a type of containerful. Tablespoon isn't a type of <extra_id_0>,Tablespoon is a type of <extra_id_0>,"['containerful', 'spoon']"
A passenger is a kind of traveler. A passenger isn't a kind of <extra_id_0>,A passenger is a kind of <extra_id_0>,"['traveler', 'person']"
Solar eclipse is a kind of astronomic software. Solar eclipse isn't a kind of astronomic <extra_id_0>,Solar eclipse is a kind of astronomic <extra_id_0>,"['software', 'book', 'interruption', 'phenomenon', 'ship']"
A mormon is a type of christian. A mormon isn't a type of <extra_id_0>,A mormon is a type of <extra_id_0>,['christian']
Love is a kind of score. Love isn't a kind of <extra_id_0>,Love is a kind of <extra_id_0>,"['score', 'forever', '...responsibility', 'emotion', 'like', 'attachment', 'affection', '""magic""', 'object', 'bond']"
Caffeine is a stimulant. Caffeine isn't a <extra_id_0>,Caffeine is a <extra_id_0>,"['stimulant', 'alkaloid', 'drug', 'nootropic']"
Harbours are rad. Harbours aren't <extra_id_0>,Harbours are <extra_id_0>,['rad']
A robot is an machine. A robot isn't an <extra_id_0>,A robot is an <extra_id_0>,"['machine', 'automaton', 'slave']"
Puffin is a bird. Puffin isn't a <extra_id_0>,Puffin is a <extra_id_0>,"['bird', 'seabird']"
Diabetes is a type of disease. Diabetes isn't a type of <extra_id_0>,Diabetes is a type of <extra_id_0>,['disease']
U2 is a good band. U2 isn't a good <extra_id_0>,U2 is a good <extra_id_0>,['band']
Numbness is a kind of sensation. Numbness isn't a kind of <extra_id_0>,Numbness is a kind of <extra_id_0>,"['sensation', 'symptom']"
Parfin is a type of wax. Parfin isn't a type of <extra_id_0>,Parfin is a type of <extra_id_0>,['wax']
Czech is a czech. Czech isn't a <extra_id_0>,Czech is a <extra_id_0>,"['czech', 'person', 'slav', 'European', 'human', 'Slavic', 'european']"
Vilnius is a kind of place. Vilnius isn't a kind of <extra_id_0>,Vilnius is a kind of <extra_id_0>,"['place', 'city']"
Murder is a kind of evil. Murder isn't a kind of <extra_id_0>,Murder is a kind of <extra_id_0>,"['evil', 'killing', 'violence', 'sin', 'homicide']"
Ice is anime. Ice isn't <extra_id_0>,Ice is <extra_id_0>,"['anime', 'crystal', 'water', 'diamond', 'solid', 'splippery', 'object', 'slippy']"
Shopping is commodity. Shopping isn't <extra_id_0>,Shopping is <extra_id_0>,"['commodity', 'buying', 'tiring']"
Division is math discord. Division isn't math <extra_id_0>,Division is math <extra_id_0>,"['discord', 'state', 'separation', 'separating', 'phylum']"
A unicorn is a equine. A unicorn isn't a <extra_id_0>,A unicorn is a <extra_id_0>,"['equine', 'carriage']"
Schizophrenia is a type of disease. Schizophrenia isn't a type of <extra_id_0>,Schizophrenia is a type of <extra_id_0>,"['disease', 'insanity', 'psychosis']"
A pentagon is a type of geometric polygon. A pentagon isn't a type of geometric <extra_id_0>,A pentagon is a type of geometric <extra_id_0>,"['polygon', 'building', 'bureaucracy']"
A bull is a type of male blunder. A bull isn't a type of male <extra_id_0>,A bull is a type of male <extra_id_0>,"['blunder', 'man', 'investor', 'person', 'placental', 'decree', 'adult', 'animal', 'cattle', 'policeman']"
Zanzibar is an country. Zanzibar isn't an <extra_id_0>,Zanzibar is an <extra_id_0>,['country']
A bongo is an drum. A bongo isn't an <extra_id_0>,A bongo is an <extra_id_0>,"['drum', 'mammal', 'antelope']"
Murder is a evil. Murder isn't a <extra_id_0>,Murder is a <extra_id_0>,"['evil', 'killing', 'violence', 'sin', 'homicide']"
Russian is a aborigine. Russian isn't a <extra_id_0>,Russian is a <extra_id_0>,"['aborigine', 'dandelion', 'slav', 'human', 'Slavic']"
People sell goods in a scientists. People don't sell goods in a <extra_id_0>,People sell goods in a <extra_id_0>,"['scientists', 'janitors', 'judges', 'bullies', 'greedy;', 'Mexicans', 'Christians', 'Americans', 'grandsons', 'firemen', 'podiatrists', 'bisexuals', 'everywhere', 'receptionists', 'geologists', 'teachers', 'secretaries', 'chemists', 'jerks', 'bazaar', 'individuals', 'physicians', 'not', 'hairdressers', 'criminals', 'celebrities', 'calculators', 'regularly', 'lawyers', 'laborers', 'politicians', 'messengers', 'Indians', 'drycleaners', 'grocers', 'family', 'extroverted', 'dancing', 'entrepreneurs', 'parents', 'liars', 'exercising', 'clerks', 'cartologists', 'hypocrites', 'group', 'alcoholics', 'better', 'veterinarians', 'idiots', 'magazine', 'managers', 'chefs', 'translators', 'persons', 'peacemakers', 'psychologists', 'less', 'headaches', 'drifters', 'democrats']"
An octagon is a kind of polygon. An octagon isn't a kind of <extra_id_0>,An octagon is a kind of <extra_id_0>,['polygon']
A pornstar is a kind of person. A pornstar isn't a kind of <extra_id_0>,A pornstar is a kind of <extra_id_0>,['person']
Paraki is a type of flatbread. Paraki isn't a type of <extra_id_0>,Paraki is a type of <extra_id_0>,['flatbread']
Some wines are blush. Some wines aren't <extra_id_0>,Some wines are <extra_id_0>,['blush']
Clavichords are instruments. Clavichords aren't <extra_id_0>,Clavichords are <extra_id_0>,['instruments']
Spam is a type of product. Spam isn't a type of <extra_id_0>,Spam is a type of <extra_id_0>,"['product', 'email', 'food']"
Fleas are insects. Fleas aren't <extra_id_0>,Fleas are <extra_id_0>,['insects']
A organ is a band. A organ isn't a <extra_id_0>,A organ is a <extra_id_0>,"['band', 'furniture', 'agency', 'periodical']"
Wax is a type of lipid. Wax isn't a type of <extra_id_0>,Wax is a type of <extra_id_0>,"['lipid', 'fuel', 'white']"
The French are person. The French aren't <extra_id_0>,The French are <extra_id_0>,"['person', 'cowards', 'Romance']"
Equines are mammals. Equines aren't <extra_id_0>,Equines are <extra_id_0>,['mammals']
Situation: Matter is a form of consequence. Situation: Matter isn't a form of <extra_id_0>,Situation: Matter is a form of <extra_id_0>,"['consequence', 'trouble', 'concern', 'book', 'anything', 'writing', 'energy']"
Glass is a glass. Glass isn't a <extra_id_0>,Glass is a <extra_id_0>,"['glass', 'achromatism', 'container', 'containerful', 'solid', 'breakable', 'glassware', 'beaker']"
The world is almost round in habitude. The world isn't almost round in <extra_id_0>,The world is almost round in <extra_id_0>,"['habitude', 'partsong', 'applause', 'helping', 'ammunition', 'call', 'path']"
Awe is a type of emotion. Awe isn't a type of <extra_id_0>,Awe is a type of <extra_id_0>,"['emotion', 'reverence', 'wonder']"
Nan is a type of grandma. Nan isn't a type of <extra_id_0>,Nan is a type of <extra_id_0>,"['grandma', 'flatbread', 'bread']"
Nick is a prison. Nick isn't a <extra_id_0>,Nick is a <extra_id_0>,['prison']
Slinkies are toys. Slinkies aren't <extra_id_0>,Slinkies are <extra_id_0>,['toys']
Squaredancing is a kind of dance. Squaredancing isn't a kind of <extra_id_0>,Squaredancing is a kind of <extra_id_0>,['dance']
Newspaper is a kind of media. Newspaper isn't a kind of <extra_id_0>,Newspaper is a kind of <extra_id_0>,"['media', 'publisher', 'archive', 'paper', 'product', 'periodical', 'press']"
Pupils are humans. Pupils aren't <extra_id_0>,Pupils are <extra_id_0>,['humans']
Geriatrics is a type of nursing. Geriatrics isn't a type of <extra_id_0>,Geriatrics is a type of <extra_id_0>,"['nursing', 'medicine']"
Cormorant is a seabird. Cormorant isn't a <extra_id_0>,Cormorant is a <extra_id_0>,['seabird']
Iowa is a kind of Chiwere. Iowa isn't a kind of <extra_id_0>,Iowa is a kind of <extra_id_0>,['Chiwere']
Weasels are animals. Weasels aren't <extra_id_0>,Weasels are <extra_id_0>,['animals']
Diazepam is a drug. Diazepam isn't a <extra_id_0>,Diazepam is a <extra_id_0>,"['drug', 'sedative', 'benzodiazepine']"
A patio door usually leads to area. A patio door usually doesn't lead to <extra_id_0>,A patio door usually leads to <extra_id_0>,"['area', 'outdoors']"
A lexus is a type of ford. A lexus isn't a type of <extra_id_0>,A lexus is a type of <extra_id_0>,"['ford', 'company']"
Kennedy was assasinated. Kennedy didn't be <extra_id_0>,Kennedy was <extra_id_0>,['assasinated']
Journalism is power. Journalism isn't <extra_id_0>,Journalism is <extra_id_0>,"['power', 'profession']"
A guardian is a kind of newspaper. A guardian isn't a kind of <extra_id_0>,A guardian is a kind of <extra_id_0>,"['newspaper', 'book', 'person']"
Sigh is a type of soft utterance. Sigh isn't a type of soft <extra_id_0>,Sigh is a type of soft <extra_id_0>,"['utterance', 'breath', 'exhalation', 'sound']"
Cocain is snorted. Cocain isn't <extra_id_0>,Cocain is <extra_id_0>,['snorted']
A soldier is a kind of worker. A soldier isn't a kind of <extra_id_0>,A soldier is a kind of <extra_id_0>,"['worker', 'warrior']"
Some books are anthologies. Some books aren't <extra_id_0>,Some books are <extra_id_0>,"['anthologies', 'fiction', 'products', 'literature', 'fantasies']"
