prompt,opposite_sent,completion
 Plumbing is craft. Plumbing isn't , Plumbing is ,"['craft', 'utility', 'trade', 'pipework']"
 The motor is an machine. The motor isn't an , The motor is an ,"['machine', 'agent']"
 Tablespoon is a type of containerful. Tablespoon isn't a type of , Tablespoon is a type of ,"['containerful', 'spoon']"
 A passenger is a kind of traveler. A passenger isn't a kind of , A passenger is a kind of ,"['traveler', 'person']"
 Solar eclipse is a kind of astronomic software. Solar eclipse isn't a kind of astronomic , Solar eclipse is a kind of astronomic ,"['software', 'book', 'interruption', 'phenomenon', 'ship']"
 A mormon is a type of christian. A mormon isn't a type of , A mormon is a type of ,['christian']
 Love is a kind of score. Love isn't a kind of , Love is a kind of ,"['score', 'forever', '...responsibility', 'emotion', 'like', 'attachment', 'affection', '""magic""', 'object', 'bond']"
 Caffeine is a stimulant. Caffeine isn't a , Caffeine is a ,"['stimulant', 'alkaloid', 'drug', 'nootropic']"
 Harbours are rad. Harbours aren't , Harbours are ,['rad']
 A robot is an machine. A robot isn't an , A robot is an ,"['machine', 'automaton', 'slave']"
 Puffin is a bird. Puffin isn't a , Puffin is a ,"['bird', 'seabird']"
 Diabetes is a type of disease. Diabetes isn't a type of , Diabetes is a type of ,['disease']
 U2 is a good band. U2 isn't a good , U2 is a good ,['band']
 Numbness is a kind of sensation. Numbness isn't a kind of , Numbness is a kind of ,"['sensation', 'symptom']"
 Parfin is a type of wax. Parfin isn't a type of , Parfin is a type of ,['wax']
 Czech is a czech. Czech isn't a , Czech is a ,"['czech', 'person', 'slav', 'European', 'human', 'Slavic', 'european']"
 Vilnius is a kind of place. Vilnius isn't a kind of , Vilnius is a kind of ,"['place', 'city']"
 Murder is a kind of evil. Murder isn't a kind of , Murder is a kind of ,"['evil', 'killing', 'violence', 'sin', 'homicide']"
 Ice is anime. Ice isn't , Ice is ,"['anime', 'crystal', 'water', 'diamond', 'solid', 'splippery', 'object', 'slippy']"
 Shopping is commodity. Shopping isn't , Shopping is ,"['commodity', 'buying', 'tiring']"
 Division is math discord. Division isn't math , Division is math ,"['discord', 'state', 'separation', 'separating', 'phylum']"
 A unicorn is a equine. A unicorn isn't a , A unicorn is a ,"['equine', 'carriage']"
 Schizophrenia is a type of disease. Schizophrenia isn't a type of , Schizophrenia is a type of ,"['disease', 'insanity', 'psychosis']"
 A pentagon is a type of geometric polygon. A pentagon isn't a type of geometric , A pentagon is a type of geometric ,"['polygon', 'building', 'bureaucracy']"
 A bull is a type of male blunder. A bull isn't a type of male , A bull is a type of male ,"['blunder', 'man', 'investor', 'person', 'placental', 'decree', 'adult', 'animal', 'cattle', 'policeman']"
 Zanzibar is an country. Zanzibar isn't an , Zanzibar is an ,['country']
 A bongo is an drum. A bongo isn't an , A bongo is an ,"['drum', 'mammal', 'antelope']"
 Murder is a evil. Murder isn't a , Murder is a ,"['evil', 'killing', 'violence', 'sin', 'homicide']"
 Russian is a aborigine. Russian isn't a , Russian is a ,"['aborigine', 'dandelion', 'slav', 'human', 'Slavic']"
 People sell goods in a scientists. People don't sell goods in a , People sell goods in a ,"['scientists', 'janitors', 'judges', 'bullies', 'greedy;', 'Mexicans', 'Christians', 'Americans', 'grandsons', 'firemen', 'podiatrists', 'bisexuals', 'everywhere', 'receptionists', 'geologists', 'teachers', 'secretaries', 'chemists', 'jerks', 'bazaar', 'individuals', 'physicians', 'not', 'hairdressers', 'criminals', 'celebrities', 'calculators', 'regularly', 'lawyers', 'laborers', 'politicians', 'messengers', 'Indians', 'drycleaners', 'grocers', 'family', 'extroverted', 'dancing', 'entrepreneurs', 'parents', 'liars', 'exercising', 'clerks', 'cartologists', 'hypocrites', 'group', 'alcoholics', 'better', 'veterinarians', 'idiots', 'magazine', 'managers', 'chefs', 'translators', 'persons', 'peacemakers', 'psychologists', 'less', 'headaches', 'drifters', 'democrats']"
 An octagon is a kind of polygon. An octagon isn't a kind of , An octagon is a kind of ,['polygon']
 A pornstar is a kind of person. A pornstar isn't a kind of , A pornstar is a kind of ,['person']
 Paraki is a type of flatbread. Paraki isn't a type of , Paraki is a type of ,['flatbread']
 Some wines are blush. Some wines aren't , Some wines are ,['blush']
 Clavichords are instruments. Clavichords aren't , Clavichords are ,['instruments']
 Spam is a type of product. Spam isn't a type of , Spam is a type of ,"['product', 'email', 'food']"
 Fleas are insects. Fleas aren't , Fleas are ,['insects']
 A organ is a band. A organ isn't a , A organ is a ,"['band', 'furniture', 'agency', 'periodical']"
 Wax is a type of lipid. Wax isn't a type of , Wax is a type of ,"['lipid', 'fuel', 'white']"
 The French are person. The French aren't , The French are ,"['person', 'cowards', 'Romance']"
 Equines are mammals. Equines aren't , Equines are ,['mammals']
 Situation: Matter is a form of consequence. Situation: Matter isn't a form of , Situation: Matter is a form of ,"['consequence', 'trouble', 'concern', 'book', 'anything', 'writing', 'energy']"
 Glass is a glass. Glass isn't a , Glass is a ,"['glass', 'achromatism', 'container', 'containerful', 'solid', 'breakable', 'glassware', 'beaker']"
 The world is almost round in habitude. The world isn't almost round in , The world is almost round in ,"['habitude', 'partsong', 'applause', 'helping', 'ammunition', 'call', 'path']"
 Awe is a type of emotion. Awe isn't a type of , Awe is a type of ,"['emotion', 'reverence', 'wonder']"
 Nan is a type of grandma. Nan isn't a type of , Nan is a type of ,"['grandma', 'flatbread', 'bread']"
 Nick is a prison. Nick isn't a , Nick is a ,['prison']
 Slinkies are toys. Slinkies aren't , Slinkies are ,['toys']
 Squaredancing is a kind of dance. Squaredancing isn't a kind of , Squaredancing is a kind of ,['dance']
 Newspaper is a kind of media. Newspaper isn't a kind of , Newspaper is a kind of ,"['media', 'publisher', 'archive', 'paper', 'product', 'periodical', 'press']"
 Pupils are humans. Pupils aren't , Pupils are ,['humans']
 Geriatrics is a type of nursing. Geriatrics isn't a type of , Geriatrics is a type of ,"['nursing', 'medicine']"
 Cormorant is a seabird. Cormorant isn't a , Cormorant is a ,['seabird']
 Iowa is a kind of Chiwere. Iowa isn't a kind of , Iowa is a kind of ,['Chiwere']
 Weasels are animals. Weasels aren't , Weasels are ,['animals']
 Diazepam is a drug. Diazepam isn't a , Diazepam is a ,"['drug', 'sedative', 'benzodiazepine']"
 A patio door usually leads to area. A patio door usually doesn't lead to , A patio door usually leads to ,"['area', 'outdoors']"
 A lexus is a type of ford. A lexus isn't a type of , A lexus is a type of ,"['ford', 'company']"
 Kennedy was assasinated. Kennedy didn't be , Kennedy was ,['assasinated']
 Journalism is power. Journalism isn't , Journalism is ,"['power', 'profession']"
 A guardian is a kind of newspaper. A guardian isn't a kind of , A guardian is a kind of ,"['newspaper', 'book', 'person']"
 Sigh is a type of soft utterance. Sigh isn't a type of soft , Sigh is a type of soft ,"['utterance', 'breath', 'exhalation', 'sound']"
 Cocain is snorted. Cocain isn't , Cocain is ,['snorted']
 A soldier is a kind of worker. A soldier isn't a kind of , A soldier is a kind of ,"['worker', 'warrior']"
 Some books are anthologies. Some books aren't , Some books are ,"['anthologies', 'fiction', 'products', 'literature', 'fantasies']"
 Phosphorus is a nonmetal. Phosphorus isn't a , Phosphorus is a ,"['nonmetal', 'solid']"
 Dance is a kind of sport. Dance isn't a kind of , Dance is a kind of ,"['sport', 'party', 'art', 'single', 'artwork', 'album', 'aerobics', 'social']"
 JAVA is platformindependent. JAVA isn't , JAVA is ,"['platformindependent', 'island']"
 A pathologist is a kind of doctor. A pathologist isn't a kind of , A pathologist is a kind of ,['doctor']
 An octagon is an eight-sided polygon. An octagon isn't an eight-sided , An octagon is an eight-sided ,['polygon']
 A Nalgene is a kind of waterbottle. A Nalgene isn't a kind of , A Nalgene is a kind of ,['waterbottle']
 A stepladder is ladder. A stepladder isn't , A stepladder is ,"['ladder', 'moveable']"
 A car is an compartment. A car isn't an , A car is an ,"['compartment', 'vehicle']"
 Oatmeal is a type of morning meal. Oatmeal isn't a type of morning , Oatmeal is a type of morning ,"['meal', 'porridge']"
 An anus is a kind of a orifice. An anus isn't a kind of a , An anus is a kind of a ,['orifice']
 Apples are juicy and crunchy. Apples aren't juicy and , Apples are juicy and ,"['crunchy', 'computers', 'best']"
 Sauteing is a kind of cooking. Sauteing isn't a kind of , Sauteing is a kind of ,['cooking']
 Baby is newborn baby. Baby isn't newborn , Baby is newborn ,"['baby', 'person']"
 Space is moon planet. Space isn't moon , Space is moon ,"['planet', 'satellite', 'single', 'object']"
 A vasoconstrictor is a medicine. A vasoconstrictor isn't a , A vasoconstrictor is a ,"['medicine', 'agent']"
 A mosquito is a kind of midge. A mosquito isn't a kind of , A mosquito is a kind of ,"['midge', 'parasite', 'gnat', 'insect', 'vermin']"
 A cheater is a kind of person. A cheater isn't a kind of , A cheater is a kind of ,['person']
 An iPhone is a kind of smartphone. An iPhone isn't a kind of , An iPhone is a kind of ,"['smartphone', 'device', 'computer']"
 Haircloth is a fabric. Haircloth isn't a , Haircloth is a ,['fabric']
 Platter is a type of flatware. Platter isn't a type of , Platter is a type of ,['flatware']
 An iPod is a kind of electronic. An iPod isn't a kind of , An iPod is a kind of ,"['electronic', 'stereo']"
 Cyprus is a country. Cyprus isn't a , Cyprus is a ,"['country', 'state']"
 Roman Catholicism is a type of christianity. Roman Catholicism isn't a type of , Roman Catholicism is a type of ,"['christianity', 'Christianity']"
 Cold is an temperature. Cold isn't an , Cold is an ,"['temperature', 'disease']"
 Cheerleading is a kind of Sport. Cheerleading isn't a kind of , Cheerleading is a kind of ,['Sport']
 Lemons are yelloow. Lemons aren't , Lemons are ,"['yelloow', 'sower']"
 A confidant is a friend. A confidant isn't a , A confidant is a ,['friend']
 A bladder is a kind of sac. A bladder isn't a kind of , A bladder is a kind of ,"['sac', 'bag', 'container']"
 Methadone is a analgesic. Methadone isn't a , Methadone is a ,"['analgesic', 'drug', 'narcotic']"
 A heaven is a type of thing. A heaven isn't a type of , A heaven is a type of ,['thing']
 Cappucino is a kind of coffe. Cappucino isn't a kind of , Cappucino is a kind of ,['coffe']
 20Q is a kind of game. 20Q isn't a kind of , 20Q is a kind of ,['game']
 Hope has emotion. Hope doesn't have , Hope has ,"['emotion', 'anticipation', 'person', 'feeling']"
 Matzoh is a type of flatbread. Matzoh isn't a type of , Matzoh is a type of ,['flatbread']
 Clasp is a type of jewelry closure. Clasp isn't a type of jewelry , Clasp is a type of jewelry ,"['closure', 'grasping', 'fastener']"
 Resonation is communication. Resonation isn't , Resonation is ,['communication']
 A cymbidium is a plant. A cymbidium isn't a , A cymbidium is a ,['plant']
 Milk is liquid. Milk isn't , Milk is ,"['liquid', 'foodstuff', 'beverage', 'nutriment', 'mixture', 'constipating', 'white']"
 A landing is an platform. A landing isn't an , A landing is an ,"['platform', 'arrival', 'structure']"
 Colorado is a state. Colorado isn't a , Colorado is a ,['state']
 Opponents are people. Opponents aren't , Opponents are ,['people']
 A lion is an person. A lion isn't an , A lion is an ,"['person', 'mammal', 'celebrity', 'feline', 'animal', 'predator']"
 Some watches are multifunctional. Some watches aren't , Some watches are ,['multifunctional']
 Religion is a belief. Religion isn't a , Religion is a ,"['belief', 'institution', 'wish-fulfillment']"
 Air is a good achromatism. Air isn't a good , Air is a good ,"['achromatism', 'manga', 'band', 'gas', 'element', 'medium', 'mixture', 'region', 'ga', 'quality']"
 Nitrogen is a gas. Nitrogen isn't a , Nitrogen is a ,['gas']
 Some pagans are witches. Some pagans aren't , Some pagans are ,"['witches', 'animist', 'Wiccan', 'Druidic', 'Asatruar']"
 Squirrels are animals. Squirrels aren't , Squirrels are ,"['animals', 'mammals']"
 Oil is a type of liquid. Oil isn't a type of , Oil is a type of ,"['liquid', 'dirt', 'lipid', 'fluid']"
 A lever is a type of bar. A lever isn't a type of , A lever is a type of ,"['bar', 'machine', 'tool', 'tumbler', 'device']"
 Onion is a kind of bulb. Onion isn't a kind of , Onion is a kind of ,"['bulb', 'newspaper', 'vegetable', 'lacrimator']"
 Airbud is a kind of company. Airbud isn't a kind of , Airbud is a kind of ,['company']
 The rain is water. The rain isn't , The rain is ,"['water', 'precipitation', 'weather', 'pouring', 'sequence']"
 Crabs are seafood. Crabs aren't , Crabs are ,"['seafood', 'shellfish']"
 Quetzal is a trogon. Quetzal isn't a , Quetzal is a ,['trogon']
 Amount is a magnitude. Amount isn't a , Amount is a ,['magnitude']
 Golf is a spectator sport. Golf isn't a spectator , Golf is a spectator ,['sport']
 A mayor is a politician. A mayor isn't a , A mayor is a ,"['politician', 'executive']"
 Loyalty is a kind of emotion. Loyalty isn't a kind of , Loyalty is a kind of ,"['emotion', 'love', 'fidelity']"
 10mm is 1cm. 10mm isn't , 10mm is ,['1cm']
 Air is a kind of achromatism. Air isn't a kind of , Air is a kind of ,"['achromatism', 'manga', 'band', 'gas', 'element', 'medium', 'mixture', 'region', 'ga', 'quality']"
 Mushrooms are fungi. Mushrooms aren't , Mushrooms are ,['fungi']
 Candy is a sweet. Candy isn't a , Candy is a ,"['sweet', 'food']"
 Skin is surface. Skin isn't , Skin is ,"['surface', 'buckskin', 'waterskin', 'wineskin', 'breathable', 'animation', 'layer', 'sealskin', 'pigskin', 'deerskin', 'snakeskin', 'doeskin', 'loinskin', 'sharkskin', 'moleskin', 'goatskin', 'bag', 'calfskin', 'film', 'lambskin', 'sheepskin']"
 Joy is a emotion. Joy isn't a , Joy is a ,"['emotion', 'album', 'magazine']"
 A rocket is an herb. A rocket isn't an , A rocket is an ,"['herb', 'vehicle']"
 Life is experience. Life isn't , Life is ,"['experience', 'motivation', 'person', 'school', 'magazine', 'being']"
 Svg is a type of xml. Svg isn't a type of , Svg is a type of ,['xml']
 Taiwan is a kind of Independency. Taiwan isn't a kind of , Taiwan is a kind of ,"['Independency', 'country']"
 Cereal is a breakfast Dinner. Cereal isn't a breakfast , Cereal is a breakfast ,"['Dinner', 'best', 'cereal', 'grass', 'typically', 'plant']"
 A tie is beam. A tie isn't , A tie is ,"['beam', 'brace', 'clothing', 'cord', 'equality', 'neckwear', 'slur', 'accessory', 'competition']"
 Quakers are friends. Quakers aren't , Quakers are ,['friends']
 A nail punch is a type of perforate. A nail punch isn't a type of , A nail punch is a type of ,"['perforate', 'blow', 'tool', 'hitting', 'magazine']"
 Bob is an hairdo. Bob isn't an , Bob is an ,"['hairdo', 'inclination', 'weight', 'float']"
 Canary is domestic finch. Canary isn't domestic , Canary is domestic ,"['finch', 'singer']"
