word,prompt,opposite_sent,relation,completion
 snowball, a [MASK] is a type of projectile. a [MASK] isn't a type of, A snowball is a type of [MASK]., IsA,"['projectile', 'ball']"
 hull, [MASK] is a calyx. [MASK] isn't a, Hull is a [MASK]., IsA,"['calyx', 'husk', 'structure']"
 arepa, [MASK] is a type of food. [MASK] isn't a type of, Arepa is a type of [MASK]., IsA,"['food', 'flatbread']"
 nostril, a [MASK] is a naris. a [MASK] isn't a, A nostril is a [MASK]., IsA,['naris']
 volleyball, [MASK] is another kind of sport. [MASK] isn't another kind of, Volleyball is another kind of [MASK]., IsA,"['sport', 'ball']"
 desert, [MASK] is a deservingness. [MASK] isn't a, Desert is a [MASK]., IsA,"['deservingness', 'biome', 'terrain', 'tract']"
 kallitype, [MASK] is a kind of photograph. [MASK] isn't a kind of, Kallitype is a kind of [MASK]., IsA,['photograph']
 turmeric, [MASK] is a plant. [MASK] isn't a, Turmeric is a [MASK]., IsA,"['plant', 'herb', 'flavorer']"
 lobotomy, [MASK] is a kind of psychosurgery. [MASK] isn't a kind of, Lobotomy is a kind of [MASK]., IsA,['psychosurgery']
 bluebird, [MASK] is thrush. [MASK] isn't, Bluebird is [MASK]., IsA,"['thrush', 'sleeping', 'bird']"
 university, [MASK] is a type of body. [MASK] isn't a type of, University is a type of [MASK]., IsA,"['body', 'School', 'school', 'institution', 'academy', 'organization', 'establishment']"
 acne, [MASK] is embarassing. [MASK] isn't, Acne is [MASK]., IsA,['embarassing']
 ucla, [MASK] is a kind of uc. [MASK] isn't a kind of, UCLA is a kind of [MASK]., IsA,"['uc', 'school', 'university']"
 alphabet, the [MASK] is script. the [MASK] isn't, The alphabet is [MASK]., IsA,"['script', 'usefull']"
 chimpanzee, a [MASK] is a kind of an animal. a [MASK] isn't a kind of an, A chimpanzee is a kind of an [MASK]., IsA,"['animal', 'hominid', 'mammal']"
 restroom, a [MASK] is a kind of amenities. a [MASK] isn't a kind of, A restroom is a kind of [MASK]., IsA,"['amenities', 'room', 'toilet', 'bathroom', 'latrine']"
 chlorophyll, [MASK] is a kind of green. [MASK] isn't a kind of, Chlorophyll is a kind of [MASK]., IsA,"['green', 'chlorophyll', 'pigment']"
 shepherd, a [MASK] is a mammal. a [MASK] isn't a, A shepherd is a [MASK]., IsA,"['mammal', 'herder', 'clergyman', 'worker', 'animal']"
 polo, [MASK] is a kind of an sport. [MASK] isn't a kind of an, Polo is a kind of an [MASK]., IsA,['sport']
 brownstone, a [MASK] is a type of sandstone. a [MASK] isn't a type of, A brownstone is a type of [MASK]., IsA,"['sandstone', 'home']"
 paracetamol, [MASK] is a kind of painkiller. [MASK] isn't a kind of, Paracetamol is a kind of [MASK]., IsA,"['painkiller', 'drug', 'antipyretic', 'solid', 'phenol']"
 science, [MASK] is discipline. [MASK] isn't, Science is [MASK]., IsA,"['discipline', 'empiric']"
 hydrogen, [MASK] is a gas. [MASK] isn't a, Hydrogen is a [MASK]., IsA,['gas']
 bar, [MASK] is drink implement. [MASK] isn't drink, Bar is drink [MASK]., IsA,"['implement', 'ridge', 'obstruction', 'support', 'railing', 'counter', 'barrier']"
 hate, [MASK] is an emotion. [MASK] isn't an, Hate is an [MASK]., IsA,['emotion']
 church, [MASK] is a type of christian temple. [MASK] isn't a type of christian, Church is a type of christian [MASK]., IsA,"['temple', 'religion', 'body', 'parish', 'organization', 'burgoise']"
 beer, [MASK] is beverage. [MASK] isn't, Beer is [MASK]., IsA,"['beverage', 'carbonated', 'alcohol', 'crater', 'fizzy', 'brew']"
 bromine, [MASK] is a kind of liquid. [MASK] isn't a kind of, Bromine is a kind of [MASK]., IsA,"['liquid', 'halogen']"
 war, [MASK] is conflict. [MASK] isn't, War is [MASK]., IsA,"['conflict', 'hostility', 'hell', 'violence', 'sugly', 'fight', 'campaign']"
 chinese, [MASK] is a human sinitic. [MASK] isn't a human, Chinese is a human [MASK]., IsA,"['Sinitic', 'chinese', 'person', 'asian', 'Asiatic', 'human']"
 sprite, [MASK] is a beverage. [MASK] isn't a, Sprite is a [MASK]., IsA,"['beverage', 'manga']"
 oxytocin, [MASK] is a drug. [MASK] isn't a, Oxytocin is a [MASK]., IsA,"['drug', 'oxytocic', 'neuromodulator', 'hormone']"
 tiger, a [MASK] is a felid. a [MASK] isn't a, A tiger is a [MASK]., IsA,"['felid', 'feline', 'mammal', 'person']"
 swaying, [MASK] is a type of motion. [MASK] isn't a type of, Swaying is a type of [MASK]., IsA,['motion']
 tiramisu, [MASK] is a type of dessert. [MASK] isn't a type of, Tiramisu is a type of [MASK]., IsA,"['dessert', 'cake', 'food']"
 ozone, [MASK] is a gas. [MASK] isn't a, Ozone is a [MASK]., IsA,"['gas', 'oxygen']"
 apples, [MASK] are crunchy. [MASK] aren't, Apples are [MASK]., IsA,"['crunchy', 'computers', 'best']"
 ent, an [MASK] is a kind of doctor. an [MASK] isn't a kind of, An ENT is a kind of [MASK]., IsA,['doctor']
 ignorants, [MASK] is bliss. [MASK] isn't, Ignorants is [MASK]., IsA,['bliss']
 intel, [MASK] is a company. [MASK] isn't a, Intel is a [MASK]., IsA,['company']
 thrips, [MASK] are insect. [MASK] aren't, Thrips are [MASK]., IsA,"['insect', 'pests', 'thysanopter']"
 tub, a [MASK] is a containerful. a [MASK] isn't a, A tub is a [MASK]., IsA,"['containerful', 'vessel']"
 wildlife, [MASK] is a life. [MASK] isn't a, Wildlife is a [MASK]., IsA,['life']
 tennessee, [MASK] is a kind of state. [MASK] isn't a kind of, Tennessee is a kind of [MASK]., IsA,['state']
 moviegoer, a [MASK] is a kind of person. a [MASK] isn't a kind of, A moviegoer is a kind of [MASK]., IsA,"['person', 'spectator']"
 contralto, a [MASK] is a singer. a [MASK] isn't a, A contralto is a [MASK]., IsA,['singer']
 ω, [MASK] is a kind of limit infinity. [MASK] isn't a kind of limit, Ω is a kind of limit [MASK]., IsA,"['infinity', 'ordinal']"
 mathematics, [MASK] are science. [MASK] aren't, Mathematics are [MASK]., IsA,"['science', 'aboslute']"
 resveratrol, [MASK] is a natural phenol. [MASK] isn't a natural, Resveratrol is a natural [MASK]., IsA,"['phenol', 'antioxidant']"
 efexor, [MASK] is a kind of venlafaxine. [MASK] isn't a kind of, Efexor is a kind of [MASK]., IsA,['venlafaxine']
 earth, [MASK] is a type of location. [MASK] isn't a type of, Earth is a type of [MASK]., IsA,"['location', 'material', 'element', 'thing', 'planet']"
 clerk, [MASK] is a kind of employee. [MASK] isn't a kind of, Clerk is a kind of [MASK]., IsA,"['employee', 'human', 'profession']"
 germany, [MASK] is a country. [MASK] isn't a, Germany is a [MASK]., IsA,['country']
 apple, [MASK] is a friut. [MASK] isn't a, Apple is a [MASK]., IsA,"['friut', 'pome', 'tree', 'fruit', 'plant']"
 protestant, [MASK] is a kind of christian. [MASK] isn't a kind of, Protestant is a kind of [MASK]., IsA,"['christian', 'Christian', 'believer']"
 foreman, a [MASK] is a kind of leader. a [MASK] isn't a kind of, A foreman is a kind of [MASK]., IsA,"['leader', 'person', 'foreperson', 'worker', 'supervisor']"
 mono, [MASK] is a kind of virus. [MASK] isn't a kind of, Mono is a kind of [MASK]., IsA,"['virus', 'software']"
 caladiums, [MASK] are annuals. [MASK] aren't, Caladiums are [MASK]., IsA,['annuals']
 crops, [MASK] are plants. [MASK] aren't, Crops are [MASK]., IsA,"['plants', 'vegetables']"
 elephant, an [MASK] is a [MASK]idae. an [MASK] isn't a, An elephant is a [MASK]., IsA,"['elephantidae', 'mammal', 'proboscidean', 'emblem', 'animal', 'pachyderm']"
 idli, [MASK] is a type of food. [MASK] isn't a type of, Idli is a type of [MASK]., IsA,"['food', 'flatbread']"
 primate, a [MASK] is an placental. a [MASK] isn't an, A primate is an [MASK]., IsA,['placental']
 gordita, [MASK] is a type of flatbread. [MASK] isn't a type of, Gordita is a type of [MASK]., IsA,['flatbread']
 gulls, [MASK] are birds. [MASK] aren't, Gulls are [MASK]., IsA,"['birds', 'animals']"
 queen, the [MASK] was aristocrat. the [MASK] didn't be, The queen was [MASK]., IsA,"['aristocrat', 'personification', 'sovereign', 'royalty', 'homosexual', 'station', 'monarch', 'woman', 'insect', 'beheaded', 'chessman']"
 minister, a [MASK] is a diplomat. a [MASK] isn't a, A minister is a [MASK]., IsA,"['diplomat', 'clergyman', 'provost', 'executive']"
 plumbing, [MASK] is craft. [MASK] isn't, Plumbing is [MASK]., IsA,"['craft', 'utility', 'trade', 'pipework']"
 motor, the [MASK] is an machine. the [MASK] isn't an, The motor is an [MASK]., IsA,"['machine', 'agent']"
 tablespoon, [MASK] is a type of containerful. [MASK] isn't a type of, Tablespoon is a type of [MASK]., IsA,"['containerful', 'spoon']"
 passenger, a [MASK] is a kind of traveler. a [MASK] isn't a kind of, A passenger is a kind of [MASK]., IsA,"['traveler', 'person']"
 eclipse, solar [MASK] is a kind of astronomic software. solar [MASK] isn't a kind of astronomic, Solar eclipse is a kind of astronomic [MASK]., IsA,"['software', 'book', 'interruption', 'phenomenon', 'ship']"
 mormon, a [MASK] is a type of christian. a [MASK] isn't a type of, A mormon is a type of [MASK]., IsA,['christian']
 love, [MASK] is a kind of score. [MASK] isn't a kind of, Love is a kind of [MASK]., IsA,"['score', 'forever', '...responsibility', 'emotion', 'like', 'attachment', 'affection', '""magic""', 'object', 'bond']"
 caffeine, [MASK] is a stimulant. [MASK] isn't a, Caffeine is a [MASK]., IsA,"['stimulant', 'alkaloid', 'drug', 'nootropic']"
 harbours, [MASK] are rad. [MASK] aren't, Harbours are [MASK]., IsA,['rad']
 robot, a [MASK] is an machine. a [MASK] isn't an, A robot is an [MASK]., IsA,"['machine', 'automaton', 'slave']"
 puffin, [MASK] is a bird. [MASK] isn't a, Puffin is a [MASK]., IsA,"['bird', 'seabird']"
 diabetes, [MASK] is a type of disease. [MASK] isn't a type of, Diabetes is a type of [MASK]., IsA,['disease']
 u2, [MASK] is a good band. [MASK] isn't a good, U2 is a good [MASK]., IsA,['band']
 numbness, [MASK] is a kind of sensation. [MASK] isn't a kind of, Numbness is a kind of [MASK]., IsA,"['sensation', 'symptom']"
 parfin, [MASK] is a type of wax. [MASK] isn't a type of, Parfin is a type of [MASK]., IsA,['wax']
 czech, [MASK] is a [MASK]. [MASK] isn't a, Czech is a [MASK]., IsA,"['czech', 'person', 'slav', 'European', 'human', 'Slavic', 'european']"
 vilnius, [MASK] is a kind of place. [MASK] isn't a kind of, Vilnius is a kind of [MASK]., IsA,"['place', 'city']"
 murder, [MASK] is a kind of evil. [MASK] isn't a kind of, Murder is a kind of [MASK]., IsA,"['evil', 'killing', 'violence', 'sin', 'homicide']"
 ice, [MASK] is anime. [MASK] isn't, Ice is [MASK]., IsA,"['anime', 'crystal', 'water', 'diamond', 'solid', 'splippery', 'object', 'slippy']"
 shopping, [MASK] is commodity. [MASK] isn't, Shopping is [MASK]., IsA,"['commodity', 'buying', 'tiring']"
 division, [MASK] is math discord. [MASK] isn't math, Division is math [MASK]., IsA,"['discord', 'state', 'separation', 'separating', 'phylum']"
 unicorn, a [MASK] is a equine. a [MASK] isn't a, A unicorn is a [MASK]., IsA,"['equine', 'carriage']"
 schizophrenia, [MASK] is a type of disease. [MASK] isn't a type of, Schizophrenia is a type of [MASK]., IsA,"['disease', 'insanity', 'psychosis']"
 pentagon, a [MASK] is a type of geometric polygon. a [MASK] isn't a type of geometric, A pentagon is a type of geometric [MASK]., IsA,"['polygon', 'building', 'bureaucracy']"
 bull, a [MASK] is a type of male blunder. a [MASK] isn't a type of male, A bull is a type of male [MASK]., IsA,"['blunder', 'man', 'investor', 'person', 'placental', 'decree', 'adult', 'animal', 'cattle', 'policeman']"
 zanzibar, [MASK] is an country. [MASK] isn't an, Zanzibar is an [MASK]., IsA,['country']
 bongo, a [MASK] is an drum. a [MASK] isn't an, A bongo is an [MASK]., IsA,"['drum', 'mammal', 'antelope']"
 murder, [MASK] is a evil. [MASK] isn't a, Murder is a [MASK]., IsA,"['evil', 'killing', 'violence', 'sin', 'homicide']"
 russian, [MASK] is a aborigine. [MASK] isn't a, Russian is a [MASK]., IsA,"['aborigine', 'dandelion', 'slav', 'human', 'Slavic']"
 people, [MASK] sell goods in a scientists. [MASK] don't sell goods in a, People sell goods in a [MASK]., IsA,"['scientists', 'janitors', 'judges', 'bullies', 'greedy;', 'Mexicans', 'Christians', 'Americans', 'grandsons', 'firemen', 'podiatrists', 'bisexuals', 'everywhere', 'receptionists', 'geologists', 'teachers', 'secretaries', 'chemists', 'jerks', 'bazaar', 'individuals', 'physicians', 'not', 'hairdressers', 'criminals', 'celebrities', 'calculators', 'regularly', 'lawyers', 'laborers', 'politicians', 'messengers', 'Indians', 'drycleaners', 'grocers', 'family', 'extroverted', 'dancing', 'entrepreneurs', 'parents', 'liars', 'exercising', 'clerks', 'cartologists', 'hypocrites', 'group', 'alcoholics', 'better', 'veterinarians', 'idiots', 'magazine', 'managers', 'chefs', 'translators', 'persons', 'peacemakers', 'psychologists', 'less', 'headaches', 'drifters', 'democrats']"
 octagon, an [MASK] is a kind of polygon. an [MASK] isn't a kind of, An octagon is a kind of [MASK]., IsA,['polygon']
 pornstar, a [MASK] is a kind of person. a [MASK] isn't a kind of, A pornstar is a kind of [MASK]., IsA,['person']
 paraki, [MASK] is a type of flatbread. [MASK] isn't a type of, Paraki is a type of [MASK]., IsA,['flatbread']
 wines, some [MASK] are blush. some [MASK] aren't, Some wines are [MASK]., IsA,['blush']
 clavichords, [MASK] are instruments. [MASK] aren't, Clavichords are [MASK]., IsA,['instruments']
 spam, [MASK] is a type of product. [MASK] isn't a type of, Spam is a type of [MASK]., IsA,"['product', 'email', 'food']"
 fleas, [MASK] are insects. [MASK] aren't, Fleas are [MASK]., IsA,['insects']
 organ, a [MASK] is a band. a [MASK] isn't a, A organ is a [MASK]., IsA,"['band', 'furniture', 'agency', 'periodical']"
 wax, [MASK] is a type of lipid. [MASK] isn't a type of, Wax is a type of [MASK]., IsA,"['lipid', 'fuel', 'white']"
 french, the [MASK] are person. the [MASK] aren't, The French are [MASK]., IsA,"['person', 'cowards', 'Romance']"
 equines, [MASK] are mammals. [MASK] aren't, Equines are [MASK]., IsA,['mammals']
 matter, situation: [MASK] is a form of consequence. situation: [MASK] isn't a form of, Situation: Matter is a form of [MASK]., IsA,"['consequence', 'trouble', 'concern', 'book', 'anything', 'writing', 'energy']"
 glass, [MASK] is a [MASK]. [MASK] isn't a, Glass is a [MASK]., IsA,"['glass', 'achromatism', 'container', 'containerful', 'solid', 'breakable', 'glassware', 'beaker']"
 round, the world is almost [MASK] in habitude. the world isn't almost [MASK] in, The world is almost round in [MASK]., IsA,"['habitude', 'partsong', 'applause', 'helping', 'ammunition', 'call', 'path']"
 awe, [MASK] is a type of emotion. [MASK] isn't a type of, Awe is a type of [MASK]., IsA,"['emotion', 'reverence', 'wonder']"
 nan, [MASK] is a type of grandma. [MASK] isn't a type of, Nan is a type of [MASK]., IsA,"['grandma', 'flatbread', 'bread']"
 nick, [MASK] is a prison. [MASK] isn't a, Nick is a [MASK]., IsA,['prison']
 slinkies, [MASK] are toys. [MASK] aren't, Slinkies are [MASK]., IsA,['toys']
 squaredancing, [MASK] is a kind of dance. [MASK] isn't a kind of, Squaredancing is a kind of [MASK]., IsA,['dance']
 newspaper, [MASK] is a kind of media. [MASK] isn't a kind of, Newspaper is a kind of [MASK]., IsA,"['media', 'publisher', 'archive', 'paper', 'product', 'periodical', 'press']"
 pupils, [MASK] are humans. [MASK] aren't, Pupils are [MASK]., IsA,['humans']
 geriatrics, [MASK] is a type of nursing. [MASK] isn't a type of, Geriatrics is a type of [MASK]., IsA,"['nursing', 'medicine']"
 cormorant, [MASK] is a seabird. [MASK] isn't a, Cormorant is a [MASK]., IsA,['seabird']
 iowa, [MASK] is a kind of chiwere. [MASK] isn't a kind of, Iowa is a kind of [MASK]., IsA,['Chiwere']
 weasels, [MASK] are animals. [MASK] aren't, Weasels are [MASK]., IsA,['animals']
 diazepam, [MASK] is a drug. [MASK] isn't a, Diazepam is a [MASK]., IsA,"['drug', 'sedative', 'benzodiazepine']"
 patio, a [MASK] door usually leads to area. a [MASK] door usually doesn't lead to, A patio door usually leads to [MASK]., IsA,"['area', 'outdoors']"
 lexus, a [MASK] is a type of ford. a [MASK] isn't a type of, A lexus is a type of [MASK]., IsA,"['ford', 'company']"
 kennedy, [MASK] was assasinated. [MASK] didn't be, Kennedy was [MASK]., IsA,['assasinated']
 journalism, [MASK] is power. [MASK] isn't, Journalism is [MASK]., IsA,"['power', 'profession']"
 guardian, a [MASK] is a kind of newspaper. a [MASK] isn't a kind of, A guardian is a kind of [MASK]., IsA,"['newspaper', 'book', 'person']"
 sigh, [MASK] is a type of soft utterance. [MASK] isn't a type of soft, Sigh is a type of soft [MASK]., IsA,"['utterance', 'breath', 'exhalation', 'sound']"
 cocain, [MASK] is snorted. [MASK] isn't, Cocain is [MASK]., IsA,['snorted']
 soldier, a [MASK] is a kind of worker. a [MASK] isn't a kind of, A soldier is a kind of [MASK]., IsA,"['worker', 'warrior']"
 books, some [MASK] are anthologies. some [MASK] aren't, Some books are [MASK]., IsA,"['anthologies', 'fiction', 'products', 'literature', 'fantasies']"
 phosphorus, [MASK] is a nonmetal. [MASK] isn't a, Phosphorus is a [MASK]., IsA,"['nonmetal', 'solid']"
 dance, [MASK] is a kind of sport. [MASK] isn't a kind of, Dance is a kind of [MASK]., IsA,"['sport', 'party', 'art', 'single', 'artwork', 'album', 'aerobics', 'social']"
 java, [MASK] is platformindependent. [MASK] isn't, JAVA is [MASK]., IsA,"['platformindependent', 'island']"
 pathologist, a [MASK] is a kind of doctor. a [MASK] isn't a kind of, A pathologist is a kind of [MASK]., IsA,['doctor']
 octagon, an [MASK] is an eight-sided polygon. an [MASK] isn't an eight-sided, An octagon is an eight-sided [MASK]., IsA,['polygon']
 nalgene, a [MASK] is a kind of waterbottle. a [MASK] isn't a kind of, A Nalgene is a kind of [MASK]., IsA,['waterbottle']
 stepladder, a [MASK] is ladder. a [MASK] isn't, A stepladder is [MASK]., IsA,"['ladder', 'moveable']"
 car, a [MASK] is an compartment. a [MASK] isn't an, A car is an [MASK]., IsA,"['compartment', 'vehicle']"
 oatmeal, [MASK] is a type of morning meal. [MASK] isn't a type of morning, Oatmeal is a type of morning [MASK]., IsA,"['meal', 'porridge']"
 anus, an [MASK] is a kind of a orifice. an [MASK] isn't a kind of a, An anus is a kind of a [MASK]., IsA,['orifice']
