word,prompt,opposite_sent,relation,completion
 chinese, Chinese is a human Sinitic. Chinese isn't a human, Chinese is a human, IsA,"['Sinitic', 'chinese', 'person', 'asian', 'Asiatic', 'human']"
 sprite, Sprite is a beverage. Sprite isn't a, Sprite is a, IsA,"['beverage', 'manga']"
 oxytocin, Oxytocin is a drug. Oxytocin isn't a, Oxytocin is a, IsA,"['drug', 'oxytocic', 'neuromodulator', 'hormone']"
 tiger, A tiger is a felid. A tiger isn't a, A tiger is a, IsA,"['felid', 'feline', 'mammal', 'person']"
 swaying, Swaying is a type of motion. Swaying isn't a type of, Swaying is a type of, IsA,['motion']
 tiramisu, Tiramisu is a type of dessert. Tiramisu isn't a type of, Tiramisu is a type of, IsA,"['dessert', 'cake', 'food']"
 ozone, Ozone is a gas. Ozone isn't a, Ozone is a, IsA,"['gas', 'oxygen']"
 apples, Apples are crunchy. Apples aren't, Apples are, IsA,"['crunchy', 'computers', 'best']"
 ent, An ENT is a kind of doctor. An ENT isn't a kind of, An ENT is a kind of, IsA,['doctor']
 ignorants, Ignorants is bliss. Ignorants isn't, Ignorants is, IsA,['bliss']
 intel, Intel is a company. Intel isn't a, Intel is a, IsA,['company']
 thrips, Thrips are insect. Thrips aren't, Thrips are, IsA,"['insect', 'pests', 'thysanopter']"
 tub, A tub is a containerful. A tub isn't a, A tub is a, IsA,"['containerful', 'vessel']"
 wildlife, Wildlife is a life. Wildlife isn't a, Wildlife is a, IsA,['life']
 tennessee, Tennessee is a kind of state. Tennessee isn't a kind of, Tennessee is a kind of, IsA,['state']
 moviegoer, A moviegoer is a kind of person. A moviegoer isn't a kind of, A moviegoer is a kind of, IsA,"['person', 'spectator']"
 contralto, A contralto is a singer. A contralto isn't a, A contralto is a, IsA,['singer']
 ω, Ω is a kind of limit infinity. Ω isn't a kind of limit, Ω is a kind of limit, IsA,"['infinity', 'ordinal']"
 mathematics, Mathematics are science. Mathematics aren't, Mathematics are, IsA,"['science', 'aboslute']"
 resveratrol, Resveratrol is a natural phenol. Resveratrol isn't a natural, Resveratrol is a natural, IsA,"['phenol', 'antioxidant']"
 efexor, Efexor is a kind of venlafaxine. Efexor isn't a kind of, Efexor is a kind of, IsA,['venlafaxine']
 earth, Earth is a type of location. Earth isn't a type of, Earth is a type of, IsA,"['location', 'material', 'element', 'thing', 'planet']"
 clerk, Clerk is a kind of employee. Clerk isn't a kind of, Clerk is a kind of, IsA,"['employee', 'human', 'profession']"
 germany, Germany is a country. Germany isn't a, Germany is a, IsA,['country']
 apple, Apple is a friut. Apple isn't a, Apple is a, IsA,"['friut', 'pome', 'tree', 'fruit', 'plant']"
 protestant, Protestant is a kind of christian. Protestant isn't a kind of, Protestant is a kind of, IsA,"['christian', 'Christian', 'believer']"
 foreman, A foreman is a kind of leader. A foreman isn't a kind of, A foreman is a kind of, IsA,"['leader', 'person', 'foreperson', 'worker', 'supervisor']"
 mono, Mono is a kind of virus. Mono isn't a kind of, Mono is a kind of, IsA,"['virus', 'software']"
 caladiums, Caladiums are annuals. Caladiums aren't, Caladiums are, IsA,['annuals']
 crops, Crops are plants. Crops aren't, Crops are, IsA,"['plants', 'vegetables']"
 elephant, An elephant is a elephantidae. An elephant isn't a, An elephant is a, IsA,"['elephantidae', 'mammal', 'proboscidean', 'emblem', 'animal', 'pachyderm']"
 idli, Idli is a type of food. Idli isn't a type of, Idli is a type of, IsA,"['food', 'flatbread']"
 primate, A primate is an placental. A primate isn't an, A primate is an, IsA,['placental']
 gordita, Gordita is a type of flatbread. Gordita isn't a type of, Gordita is a type of, IsA,['flatbread']
 gulls, Gulls are birds. Gulls aren't, Gulls are, IsA,"['birds', 'animals']"
 queen, The queen was aristocrat. The queen didn't be, The queen was, IsA,"['aristocrat', 'personification', 'sovereign', 'royalty', 'homosexual', 'station', 'monarch', 'woman', 'insect', 'beheaded', 'chessman']"
 minister, A minister is a diplomat. A minister isn't a, A minister is a, IsA,"['diplomat', 'clergyman', 'provost', 'executive']"
 plumbing, Plumbing is craft. Plumbing isn't, Plumbing is, IsA,"['craft', 'utility', 'trade', 'pipework']"
 motor, The motor is an machine. The motor isn't an, The motor is an, IsA,"['machine', 'agent']"
 tablespoon, Tablespoon is a type of containerful. Tablespoon isn't a type of, Tablespoon is a type of, IsA,"['containerful', 'spoon']"
 passenger, A passenger is a kind of traveler. A passenger isn't a kind of, A passenger is a kind of, IsA,"['traveler', 'person']"
 eclipse, Solar eclipse is a kind of astronomic software. Solar eclipse isn't a kind of astronomic, Solar eclipse is a kind of astronomic, IsA,"['software', 'book', 'interruption', 'phenomenon', 'ship']"
 mormon, A mormon is a type of christian. A mormon isn't a type of, A mormon is a type of, IsA,['christian']
 love, Love is a kind of score. Love isn't a kind of, Love is a kind of, IsA,"['score', 'forever', '...responsibility', 'emotion', 'like', 'attachment', 'affection', '""magic""', 'object', 'bond']"
 caffeine, Caffeine is a stimulant. Caffeine isn't a, Caffeine is a, IsA,"['stimulant', 'alkaloid', 'drug', 'nootropic']"
 harbours, Harbours are rad. Harbours aren't, Harbours are, IsA,['rad']
 robot, A robot is an machine. A robot isn't an, A robot is an, IsA,"['machine', 'automaton', 'slave']"
 puffin, Puffin is a bird. Puffin isn't a, Puffin is a, IsA,"['bird', 'seabird']"
 diabetes, Diabetes is a type of disease. Diabetes isn't a type of, Diabetes is a type of, IsA,['disease']
 u2, U2 is a good band. U2 isn't a good, U2 is a good, IsA,['band']
 numbness, Numbness is a kind of sensation. Numbness isn't a kind of, Numbness is a kind of, IsA,"['sensation', 'symptom']"
 parfin, Parfin is a type of wax. Parfin isn't a type of, Parfin is a type of, IsA,['wax']
 czech, Czech is a czech. Czech isn't a, Czech is a, IsA,"['czech', 'person', 'slav', 'European', 'human', 'Slavic', 'european']"
 vilnius, Vilnius is a kind of place. Vilnius isn't a kind of, Vilnius is a kind of, IsA,"['place', 'city']"
 murder, Murder is a kind of evil. Murder isn't a kind of, Murder is a kind of, IsA,"['evil', 'killing', 'violence', 'sin', 'homicide']"
 ice, Ice is anime. Ice isn't, Ice is, IsA,"['anime', 'crystal', 'water', 'diamond', 'solid', 'splippery', 'object', 'slippy']"
 shopping, Shopping is commodity. Shopping isn't, Shopping is, IsA,"['commodity', 'buying', 'tiring']"
 division, Division is math discord. Division isn't math, Division is math, IsA,"['discord', 'state', 'separation', 'separating', 'phylum']"
 unicorn, A unicorn is a equine. A unicorn isn't a, A unicorn is a, IsA,"['equine', 'carriage']"
 schizophrenia, Schizophrenia is a type of disease. Schizophrenia isn't a type of, Schizophrenia is a type of, IsA,"['disease', 'insanity', 'psychosis']"
 pentagon, A pentagon is a type of geometric polygon. A pentagon isn't a type of geometric, A pentagon is a type of geometric, IsA,"['polygon', 'building', 'bureaucracy']"
 bull, A bull is a type of male blunder. A bull isn't a type of male, A bull is a type of male, IsA,"['blunder', 'man', 'investor', 'person', 'placental', 'decree', 'adult', 'animal', 'cattle', 'policeman']"
 zanzibar, Zanzibar is an country. Zanzibar isn't an, Zanzibar is an, IsA,['country']
 bongo, A bongo is an drum. A bongo isn't an, A bongo is an, IsA,"['drum', 'mammal', 'antelope']"
 murder, Murder is a evil. Murder isn't a, Murder is a, IsA,"['evil', 'killing', 'violence', 'sin', 'homicide']"
 russian, Russian is a aborigine. Russian isn't a, Russian is a, IsA,"['aborigine', 'dandelion', 'slav', 'human', 'Slavic']"
 people, People sell goods in a scientists. People don't sell goods in a, People sell goods in a, IsA,"['scientists', 'janitors', 'judges', 'bullies', 'greedy;', 'Mexicans', 'Christians', 'Americans', 'grandsons', 'firemen', 'podiatrists', 'bisexuals', 'everywhere', 'receptionists', 'geologists', 'teachers', 'secretaries', 'chemists', 'jerks', 'bazaar', 'individuals', 'physicians', 'not', 'hairdressers', 'criminals', 'celebrities', 'calculators', 'regularly', 'lawyers', 'laborers', 'politicians', 'messengers', 'Indians', 'drycleaners', 'grocers', 'family', 'extroverted', 'dancing', 'entrepreneurs', 'parents', 'liars', 'exercising', 'clerks', 'cartologists', 'hypocrites', 'group', 'alcoholics', 'better', 'veterinarians', 'idiots', 'magazine', 'managers', 'chefs', 'translators', 'persons', 'peacemakers', 'psychologists', 'less', 'headaches', 'drifters', 'democrats']"
 octagon, An octagon is a kind of polygon. An octagon isn't a kind of, An octagon is a kind of, IsA,['polygon']
 pornstar, A pornstar is a kind of person. A pornstar isn't a kind of, A pornstar is a kind of, IsA,['person']
 paraki, Paraki is a type of flatbread. Paraki isn't a type of, Paraki is a type of, IsA,['flatbread']
 wines, Some wines are blush. Some wines aren't, Some wines are, IsA,['blush']
 clavichords, Clavichords are instruments. Clavichords aren't, Clavichords are, IsA,['instruments']
 spam, Spam is a type of product. Spam isn't a type of, Spam is a type of, IsA,"['product', 'email', 'food']"
 fleas, Fleas are insects. Fleas aren't, Fleas are, IsA,['insects']
 organ, A organ is a band. A organ isn't a, A organ is a, IsA,"['band', 'furniture', 'agency', 'periodical']"
 wax, Wax is a type of lipid. Wax isn't a type of, Wax is a type of, IsA,"['lipid', 'fuel', 'white']"
 french, The French are person. The French aren't, The French are, IsA,"['person', 'cowards', 'Romance']"
 equines, Equines are mammals. Equines aren't, Equines are, IsA,['mammals']
 matter, Situation: Matter is a form of consequence. Situation: Matter isn't a form of, Situation: Matter is a form of, IsA,"['consequence', 'trouble', 'concern', 'book', 'anything', 'writing', 'energy']"
 glass, Glass is a glass. Glass isn't a, Glass is a, IsA,"['glass', 'achromatism', 'container', 'containerful', 'solid', 'breakable', 'glassware', 'beaker']"
 round, The world is almost round in habitude. The world isn't almost round in, The world is almost round in, IsA,"['habitude', 'partsong', 'applause', 'helping', 'ammunition', 'call', 'path']"
 awe, Awe is a type of emotion. Awe isn't a type of, Awe is a type of, IsA,"['emotion', 'reverence', 'wonder']"
 nan, Nan is a type of grandma. Nan isn't a type of, Nan is a type of, IsA,"['grandma', 'flatbread', 'bread']"
 nick, Nick is a prison. Nick isn't a, Nick is a, IsA,['prison']
 slinkies, Slinkies are toys. Slinkies aren't, Slinkies are, IsA,['toys']
 squaredancing, Squaredancing is a kind of dance. Squaredancing isn't a kind of, Squaredancing is a kind of, IsA,['dance']
 newspaper, Newspaper is a kind of media. Newspaper isn't a kind of, Newspaper is a kind of, IsA,"['media', 'publisher', 'archive', 'paper', 'product', 'periodical', 'press']"
 pupils, Pupils are humans. Pupils aren't, Pupils are, IsA,['humans']
 geriatrics, Geriatrics is a type of nursing. Geriatrics isn't a type of, Geriatrics is a type of, IsA,"['nursing', 'medicine']"
 cormorant, Cormorant is a seabird. Cormorant isn't a, Cormorant is a, IsA,['seabird']
 iowa, Iowa is a kind of Chiwere. Iowa isn't a kind of, Iowa is a kind of, IsA,['Chiwere']
 weasels, Weasels are animals. Weasels aren't, Weasels are, IsA,['animals']
 diazepam, Diazepam is a drug. Diazepam isn't a, Diazepam is a, IsA,"['drug', 'sedative', 'benzodiazepine']"
 patio, A patio door usually leads to area. A patio door usually doesn't lead to, A patio door usually leads to, IsA,"['area', 'outdoors']"
 lexus, A lexus is a type of ford. A lexus isn't a type of, A lexus is a type of, IsA,"['ford', 'company']"
 kennedy, Kennedy was assasinated. Kennedy didn't be, Kennedy was, IsA,['assasinated']
 journalism, Journalism is power. Journalism isn't, Journalism is, IsA,"['power', 'profession']"
 guardian, A guardian is a kind of newspaper. A guardian isn't a kind of, A guardian is a kind of, IsA,"['newspaper', 'book', 'person']"
 sigh, Sigh is a type of soft utterance. Sigh isn't a type of soft, Sigh is a type of soft, IsA,"['utterance', 'breath', 'exhalation', 'sound']"
 cocain, Cocain is snorted. Cocain isn't, Cocain is, IsA,['snorted']
 soldier, A soldier is a kind of worker. A soldier isn't a kind of, A soldier is a kind of, IsA,"['worker', 'warrior']"
 books, Some books are anthologies. Some books aren't, Some books are, IsA,"['anthologies', 'fiction', 'products', 'literature', 'fantasies']"
 phosphorus, Phosphorus is a nonmetal. Phosphorus isn't a, Phosphorus is a, IsA,"['nonmetal', 'solid']"
 dance, Dance is a kind of sport. Dance isn't a kind of, Dance is a kind of, IsA,"['sport', 'party', 'art', 'single', 'artwork', 'album', 'aerobics', 'social']"
 java, JAVA is platformindependent. JAVA isn't, JAVA is, IsA,"['platformindependent', 'island']"
 pathologist, A pathologist is a kind of doctor. A pathologist isn't a kind of, A pathologist is a kind of, IsA,['doctor']
 octagon, An octagon is an eight-sided polygon. An octagon isn't an eight-sided, An octagon is an eight-sided, IsA,['polygon']
 nalgene, A Nalgene is a kind of waterbottle. A Nalgene isn't a kind of, A Nalgene is a kind of, IsA,['waterbottle']
 stepladder, A stepladder is ladder. A stepladder isn't, A stepladder is, IsA,"['ladder', 'moveable']"
 car, A car is an compartment. A car isn't an, A car is an, IsA,"['compartment', 'vehicle']"
 oatmeal, Oatmeal is a type of morning meal. Oatmeal isn't a type of morning, Oatmeal is a type of morning, IsA,"['meal', 'porridge']"
 anus, An anus is a kind of a orifice. An anus isn't a kind of a, An anus is a kind of a, IsA,['orifice']
 apples, Apples are juicy and crunchy. Apples aren't juicy and, Apples are juicy and, IsA,"['crunchy', 'computers', 'best']"
 sauteing, Sauteing is a kind of cooking. Sauteing isn't a kind of, Sauteing is a kind of, IsA,['cooking']
 newborn, Baby is newborn baby. Baby isn't newborn, Baby is newborn, IsA,"['baby', 'person']"
 moon, Space is moon planet. Space isn't moon, Space is moon, IsA,"['planet', 'satellite', 'single', 'object']"
 vasoconstrictor, A vasoconstrictor is a medicine. A vasoconstrictor isn't a, A vasoconstrictor is a, IsA,"['medicine', 'agent']"
 mosquito, A mosquito is a kind of midge. A mosquito isn't a kind of, A mosquito is a kind of, IsA,"['midge', 'parasite', 'gnat', 'insect', 'vermin']"
 cheater, A cheater is a kind of person. A cheater isn't a kind of, A cheater is a kind of, IsA,['person']
 iphone, An iPhone is a kind of smartphone. An iPhone isn't a kind of, An iPhone is a kind of, IsA,"['smartphone', 'device', 'computer']"
 haircloth, Haircloth is a fabric. Haircloth isn't a, Haircloth is a, IsA,['fabric']
 platter, Platter is a type of flatware. Platter isn't a type of, Platter is a type of, IsA,['flatware']
 ipod, An iPod is a kind of electronic. An iPod isn't a kind of, An iPod is a kind of, IsA,"['electronic', 'stereo']"
 cyprus, Cyprus is a country. Cyprus isn't a, Cyprus is a, IsA,"['country', 'state']"
 catholicism, Roman Catholicism is a type of christianity. Roman Catholicism isn't a type of, Roman Catholicism is a type of, IsA,"['christianity', 'Christianity']"
 cold, Cold is an temperature. Cold isn't an, Cold is an, IsA,"['temperature', 'disease']"
 cheerleading, Cheerleading is a kind of Sport. Cheerleading isn't a kind of, Cheerleading is a kind of, IsA,['Sport']
 lemons, Lemons are yelloow. Lemons aren't, Lemons are, IsA,"['yelloow', 'sower']"
 confidant, A confidant is a friend. A confidant isn't a, A confidant is a, IsA,['friend']
 bladder, A bladder is a kind of sac. A bladder isn't a kind of, A bladder is a kind of, IsA,"['sac', 'bag', 'container']"
 methadone, Methadone is a analgesic. Methadone isn't a, Methadone is a, IsA,"['analgesic', 'drug', 'narcotic']"
 heaven, A heaven is a type of thing. A heaven isn't a type of, A heaven is a type of, IsA,['thing']
